full_name,age,birthday,birthday_GMT,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Jonas Lössl,32,602294400,2/1/1989,Premier League,2017/2018,Goalkeeper,Huddersfield Town,3420,1710,1710,Denmark,38,19,19,0,0,0,1,1,0,0,0,10,7,3,56,24,32,1,0,0.03,0.03,0,0,0,0,1.47,61,90,3420,3420,0.03,400,240,128,9
Jonathan Hogg,33,597369600,12/6/1988,Premier League,2017/2018,Midfielder,Huddersfield Town,2408,1361,1047,England,30,17,13,0,0,0,0,0,0,0,0,7,5,2,39,21,18,10,1,0,0,0,0,0,0,1.46,62,80,241,0,0.37,291,320,-1,13
Jonathan Leko,22,924912000,4/24/1999,Premier League,2017/2018,Forward,West Bromwich Albion,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Jonathan Walters,38,432864000,9/20/1983,Premier League,2017/2018,Forward,Burnley,36,12,24,Republic of Ireland,3,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2.5,36,12,0,0,0,-1,-1,-1,17
Jonjo Shelvey,29,699148800,2/27/1992,Premier League,2017/2018,Midfielder,Newcastle United,2268,1238,1030,England,30,16,14,1,0,1,3,3,0,0,0,7,6,1,27,9,18,5,2,0.16,0.12,0.04,0,0.09,2268,1.07,84,76,378,756,0.24,224,113,-1,16
Jonjoe Kenny,24,858384000,3/15/1997,Premier League,2017/2018,Defender,Everton,1588,688,900,England,19,9,10,0,0,0,1,1,0,0,0,5,3,2,29,8,21,2,0,0.06,0.06,0,0,0,0,1.64,55,84,794,1588,0.11,269,186,160,17
Jonny Evans,34,568166400,1/3/1988,Premier League,2017/2018,Defender,West Bromwich Albion,2272,1093,1179,Northern Ireland,28,13,15,2,2,0,2,2,0,0,0,6,4,2,35,18,17,7,0,0.16,0.08,0.08,0.16,0,1136,1.39,65,81,325,1136,0.28,179,156,105,5
Jordan Ayew,30,684547200,9/11/1991,Premier League,2017/2018,Forward,Swansea City,2859,1558,1301,Ghana,36,19,17,7,4,3,2,2,0,1,0,9,5,4,46,22,24,3,1,0.28,0.06,0.22,0.23,0.21,408,1.45,62,79,715,1430,0.13,80,190,-1,1
Jordan Henderson,31,645580800,6/17/1990,Premier League,2017/2018,Midfielder,Liverpool,2173,1145,1028,England,27,13,14,1,0,1,1,0,1,0,0,14,10,4,19,2,17,1,0,0.08,0.04,0.04,0,0.09,2173,0.79,114,80,2173,2173,0.04,228,214,-1,9
Jordan Hugill,29,707616000,6/4/1992,Premier League,2017/2018,Forward,West Ham United,22,12,10,England,3,2,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,-1,-1,-1,14
Jordan Pickford,27,762998400,3/7/1994,Premier League,2017/2018,Goalkeeper,Everton,3420,1710,1710,England,38,19,19,0,0,0,0,0,0,0,0,10,7,3,55,20,35,0,0,0,0,0,0,0,0,1.45,62,90,0,0,0,304,268,120,22
Jordi Osei-Tutu,23,907286400,10/2/1998,Premier League,2017/2018,Defender,Arsenal,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Jordon Ibe,26,818380800,12/8/1995,Premier League,2017/2018,Midfielder,AFC Bournemouth,1999,898,1101,England,32,15,17,2,2,0,6,4,2,0,0,5,2,3,32,16,16,1,0,0.36,0.27,0.09,0.2,0,1000,1.44,62,62,1999,333,0.05,155,27,-1,6
Jordon Mutch,30,691632000,12/2/1991,Premier League,2017/2018,Midfielder,Crystal Palace,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Jose Fonte,38,440899200,12/22/1983,Premier League,2017/2018,Defender,West Ham United,690,344,346,Portugal,8,4,4,0,0,0,1,1,0,0,0,3,2,1,10,6,4,0,0,0.13,0.13,0,0,0,0,1.3,69,86,0,690,0,257,99,83,18
José Holebas,37,457142400,6/27/1984,Premier League,2017/2018,Defender,Watford,2382,1076,1306,Greece,28,13,15,0,0,0,4,2,2,0,0,7,4,3,43,19,24,7,0,0.15,0.15,0,0,0,0,1.62,55,85,340,596,0.26,342,81,156,28
Jose Izquierdo,29,710467200,7/7/1992,Premier League,2017/2018,Forward,Brighton & Hove Albion,1987,988,999,Colombia,32,16,16,5,2,3,3,3,0,0,0,8,4,4,30,14,16,2,0,0.36,0.14,0.23,0.18,0.27,397,1.36,66,62,994,662,0.09,73,97,-1,3
José Leonardo Ulloa,35,522720000,7/26/1986,Premier League,2017/2018,Forward,Brighton & Hove Albion,279,62,217,Argentina,14,5,9,1,0,1,0,0,0,0,0,2,1,1,3,0,3,0,0,0.32,0,0.32,0,0.41,279,0.97,93,20,0,0,0,48,386,-1,7
José Luis Sanmartín Mato,31,638496000,3/27/1990,Premier League,2017/2018,Forward,Newcastle United,1716,913,803,Spain,30,17,13,4,4,0,1,0,1,0,1,7,6,1,25,10,15,2,0,0.26,0.05,0.21,0.39,0,429,1.31,69,57,858,1716,0.1,92,199,-1,3
José Ramiro Funes Mori,30,668131200,3/5/1991,Premier League,2017/2018,Defender,Everton,119,44,75,Argentina,4,1,3,0,0,0,0,0,0,0,0,1,0,1,2,1,1,1,0,0,0,0,0,0,0,1.51,60,30,119,0,0.76,-1,-1,-1,29
Joseph Willock,22,935107200,8/20/1999,Premier League,2017/2018,Midfielder,Arsenal,82,0,82,England,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1.1,82,41,0,0,0,-1,-1,-1,17
Josh Cullen,25,828835200,4/7/1996,Premier League,2017/2018,Midfielder,West Ham United,6,1,5,Republic of Ireland,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,-1,-1,-1,16
Josh Pask,24,878342400,11/1/1997,Premier League,2017/2018,Defender,West Ham United,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Josh Tymon,22,927331200,5/22/1999,Premier League,2017/2018,Defender,Stoke City,163,27,136,England,3,1,2,0,0,0,0,0,0,0,0,0,0,0,9,2,7,0,0,0,0,0,0,0,0,4.97,18,54,0,0,0,-1,-1,-1,25
Joshua King,29,695433600,1/15/1992,Premier League,2017/2018,Forward,AFC Bournemouth,2456,1241,1215,Norway,33,17,16,8,3,5,3,3,0,2,0,6,3,3,34,17,17,3,0,0.4,0.11,0.29,0.22,0.37,307,1.25,72,74,819,819,0.11,56,123,-1,2
Joshua Sims,24,859507200,3/28/1997,Premier League,2017/2018,Midfielder,Southampton,159,83,76,England,6,2,4,0,0,0,0,0,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,0,1.13,80,27,0,0,0,-1,-1,-1,15
Joy Mukena,22,930960000,7/3/1999,Premier League,2017/2018,Defender,Watford,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Juan Marcos Foyth,24,884563200,1/12/1998,Premier League,2017/2018,Defender,Tottenham Hotspur,0,0,0,Argentina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Juan Mata,33,578188800,4/28/1988,Premier League,2017/2018,Midfielder,Manchester United,1933,1233,700,Spain,28,16,12,3,1,2,5,4,1,0,0,15,11,4,10,5,5,1,0,0.37,0.23,0.14,0.07,0.26,644,0.47,193,69,1933,387,0.05,127,46,-1,9
Julián Speroni,42,295833600,5/18/1979,Premier League,2017/2018,Goalkeeper,Crystal Palace,990,540,450,Argentina,11,6,5,0,0,0,0,0,0,0,0,2,0,2,14,11,3,0,0,0,0,0,0,0,0,1.27,71,90,0,0,0,398,349,75,19
Julien Ngoy,24,878428800,11/2/1997,Premier League,2017/2018,Forward,Stoke City,19,0,19,Belgium,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,9.47,10,19,0,0,0,-1,-1,-1,12
Junior Stanislas,32,628041600,11/26/1989,Premier League,2017/2018,Midfielder,AFC Bournemouth,1296,594,702,England,19,8,11,5,2,3,2,0,2,1,0,2,1,1,21,10,11,1,0,0.49,0.14,0.35,0.3,0.38,259,1.46,62,68,1296,648,0.07,41,95,-1,4
Jürgen Locadia,28,752630400,11/7/1993,Premier League,2017/2018,Forward,Brighton & Hove Albion,224,83,141,Netherlands,6,2,4,1,1,0,1,0,1,0,0,0,0,0,8,1,7,0,0,0.8,0.4,0.4,1.08,0,224,3.21,28,37,0,224,0,-1,-1,-1,8
Kane Wilson,21,952732800,3/11/2000,Premier League,2017/2018,Defender,West Bromwich Albion,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Karl Darlow,31,655344000,10/8/1990,Premier League,2017/2018,Goalkeeper,Newcastle United,900,450,450,England,10,5,5,0,0,0,0,0,0,0,0,2,1,1,15,6,9,0,0,0,0,0,0,0,0,1.5,60,90,0,0,0,367,340,136,19
Kasey Palmer,25,847497600,11/9/1996,Premier League,2017/2018,Midfielder,Huddersfield Town,168,52,116,England,4,2,2,0,0,0,0,0,0,0,0,3,2,1,2,0,2,2,0,0,0,0,0,0,0,1.07,84,42,84,0,1.07,-1,-1,-1,21
Kasper Schmeichel,35,531532800,11/5/1986,Premier League,2017/2018,Goalkeeper,Leicester City,2966,1440,1526,Denmark,33,16,17,0,0,0,0,0,0,0,0,8,5,3,45,18,27,3,0,0,0,0,0,0,0,1.37,66,90,989,0,0.09,332,246,96,15
Kazaiah Sterling,23,910569600,11/9/1998,Premier League,2017/2018,Forward,Tottenham Hotspur,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Kelechi Iheanacho,25,844300800,10/3/1996,Premier League,2017/2018,Forward,Leicester City,867,445,422,Nigeria,21,11,10,3,1,2,3,1,2,0,0,3,2,1,18,4,14,2,0,0.62,0.31,0.31,0.2,0.43,289,1.87,48,41,434,289,0.21,52,17,-1,4
Keshi Anderson,26,797126400,4/6/1995,Premier League,2017/2018,Forward,Crystal Palace,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Kevin De Bruyne,30,678067200,6/28/1991,Premier League,2017/2018,Midfielder,Manchester City,3085,1427,1658,Belgium,37,18,19,8,5,3,16,12,4,0,0,18,8,10,20,8,12,2,0,0.7,0.47,0.23,0.32,0.16,386,0.58,154,83,1543,193,0.06,75,4,-1,6
Kevin Long,31,650937600,8/18/1990,Premier League,2017/2018,Defender,Burnley,1440,810,630,Republic of Ireland,16,9,7,1,1,0,2,0,2,0,0,4,3,1,18,8,10,1,0,0.19,0.13,0.06,0.11,0,1440,1.13,80,90,1440,720,0.06,192,101,60,8
Kevin Mirallas,34,560390400,10/5/1987,Premier League,2017/2018,Forward,Everton,138,13,125,Belgium,5,1,4,0,0,0,0,0,0,0,0,1,1,0,7,0,7,1,0,0,0,0,0,0,0,4.57,20,28,138,0,0.65,-1,-1,-1,18
Kevin Wimmer,29,721785600,11/15/1992,Premier League,2017/2018,Defender,Stoke City,1321,577,744,Austria,17,7,10,0,0,0,0,0,0,0,0,1,0,1,31,10,21,5,0,0,0,0,0,0,0,2.11,43,78,264,0,0.34,374,396,173,22
Kieran Gibbs,32,622771200,9/26/1989,Premier League,2017/2018,Defender,West Bromwich Albion,2831,1367,1464,England,33,16,17,0,0,0,1,1,0,0,0,8,5,3,41,21,20,3,0,0.03,0.03,0,0,0,0,1.3,69,86,944,2831,0.1,297,233,84,16
Kieran Trippier,31,653702400,9/19/1990,Premier League,2017/2018,Defender,Tottenham Hotspur,1914,1073,841,England,24,12,12,0,0,0,5,2,3,0,0,9,6,3,17,8,9,1,0,0.24,0.24,0,0,0,0,0.8,113,80,1914,383,0.05,275,42,25,11
Konstantinos Mavropanos,24,881798400,12/11/1997,Premier League,2017/2018,Defender,Arsenal,195,90,105,Greece,3,1,2,0,0,0,0,0,0,0,0,1,1,0,2,0,2,1,1,0,0,0,0,0,0,0.92,98,65,98,0,0.92,-1,-1,-1,26
Konstantinos Stafylidis,28,754790400,12/2/1993,Premier League,2017/2018,Defender,Stoke City,335,180,155,Greece,5,2,3,0,0,0,0,0,0,0,0,1,0,1,6,4,2,0,0,0,0,0,0,0,0,1.61,56,67,0,0,0,274,278,155,17
Kristoffer Nordfeldt,32,614563200,6/23/1989,Premier League,2017/2018,Goalkeeper,Swansea City,0,0,0,Sweden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Kurt Zouma,27,783216000,10/27/1994,Premier League,2017/2018,Defender,Stoke City,2887,1381,1506,France,34,17,17,1,0,1,0,0,0,0,0,6,3,3,48,21,27,1,0,0.03,0,0.03,0,0.06,2887,1.5,60,85,2887,0,0.03,240,372,135,9
Kyle Bartley,30,674870400,5/22/1991,Premier League,2017/2018,Defender,Swansea City,233,67,166,England,5,1,4,0,0,0,0,0,0,0,0,1,0,1,4,1,3,2,0,0,0,0,0,0,0,1.55,58,47,117,0,0.77,-1,-1,-1,16
Kyle Jameson,23,905472000,9/11/1998,Premier League,2017/2018,Defender,West Bromwich Albion,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Kyle Naughton,33,595209600,11/11/1988,Premier League,2017/2018,Defender,Swansea City,3033,1505,1528,England,34,17,17,0,0,0,2,1,1,0,0,9,5,4,47,19,28,1,0,0.06,0.06,0,0,0,0,1.39,65,89,3033,1517,0.03,322,181,104,24
Kyle Scott,24,882748800,12/22/1997,Premier League,2017/2018,Midfielder,Chelsea,0,0,0,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Kyle Taylor,22,935798400,8/28/1999,Premier League,2017/2018,Midfielder,AFC Bournemouth,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Kyle Walker,31,643852800,5/28/1990,Premier League,2017/2018,Defender,Manchester City,2787,1394,1393,England,32,16,16,0,0,0,6,2,4,0,0,15,7,8,20,9,11,4,1,0.19,0.19,0,0,0,0,0.65,139,87,697,465,0.13,359,65,10,23
Kyle Walker-Peters,24,860889600,4/13/1997,Premier League,2017/2018,Defender,Tottenham Hotspur,188,90,98,England,3,1,2,0,0,0,2,2,0,0,0,2,0,2,4,4,0,0,0,0.96,0.96,0,0,0,0,1.91,47,63,0,94,0,-1,-1,-1,21
Lasse Sørensen,22,940464000,10/21/1999,Premier League,2017/2018,Midfielder,Stoke City,76,0,76,Denmark,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1.18,1.18,0,0,0,0,1.18,76,76,0,76,0,-1,-1,-1,30
Laurent Depoitre,33,597456000,12/7/1988,Premier League,2017/2018,Forward,Huddersfield Town,1808,824,984,Belgium,33,15,18,6,3,3,1,0,1,0,0,7,5,2,32,14,18,1,0,0.35,0.05,0.3,0.33,0.27,301,1.59,57,55,1808,1808,0.05,53,192,-1,2
Laurent Koscielny,36,495158400,9/10/1985,Premier League,2017/2018,Defender,Arsenal,2227,1080,1147,France,25,12,13,2,2,0,0,0,0,0,0,8,5,3,31,13,18,4,0,0.08,0,0.08,0.17,0,1114,1.25,72,89,557,0,0.16,170,250,74,12
Layton Ndukwu,23,905126400,9/7/1998,Premier League,2017/2018,Forward,Leicester City,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Lee Grant,38,412473600,1/27/1983,Premier League,2017/2018,Goalkeeper,Stoke City,270,90,180,England,3,1,2,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,0,0,0,0,0,0,2,45,90,0,0,0,-1,-1,-1,23
Leighton Baines,37,471571200,12/11/1984,Premier League,2017/2018,Defender,Everton,1910,990,920,England,22,11,11,2,1,1,3,2,1,2,0,5,4,1,31,14,17,1,0,0.24,0.14,0.09,0.09,0.1,955,1.46,62,87,1910,637,0.05,165,98,123,8
Leon Britton,39,400982400,9/16/1982,Premier League,2017/2018,Midfielder,Swansea City,305,162,143,England,5,3,2,0,0,0,0,0,0,0,0,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0.3,305,61,305,0,0.3,324,345,-1,22
Leroy Fer,32,631497600,1/5/1990,Premier League,2017/2018,Midfielder,Swansea City,1397,648,749,Netherlands,20,9,11,1,0,1,1,0,1,0,0,6,3,3,24,9,15,5,0,0.13,0.06,0.06,0,0.12,1397,1.55,58,70,279,1397,0.32,196,179,-1,11
Leroy Sané,26,821318400,1/11/1996,Premier League,2017/2018,Midfielder,Manchester City,2423,1238,1185,Germany,32,15,17,10,5,5,15,12,3,0,0,15,6,9,21,11,10,4,0,0.93,0.56,0.37,0.36,0.38,242,0.78,115,76,606,162,0.15,35,1,-1,4
Levi Lumeka,23,904953600,9/5/1998,Premier League,2017/2018,Forward,Crystal Palace,25,0,25,England,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,-1,-1,-1,16
Lewis Cook,24,854928000,2/3/1997,Premier League,2017/2018,Midfielder,AFC Bournemouth,2238,1272,966,England,29,16,13,0,0,0,2,1,1,0,0,5,3,2,39,23,16,5,0,0.08,0.08,0,0,0,0,1.57,57,77,448,1119,0.2,266,157,-1,16
Lewis Dunk,30,690681600,11/21/1991,Premier League,2017/2018,Defender,Brighton & Hove Albion,3420,1710,1710,England,38,19,19,1,1,0,1,0,1,0,0,10,5,5,52,23,29,7,0,0.05,0.03,0.03,0.05,0,3420,1.37,66,90,489,3420,0.18,234,243,97,9
Liam Rosenior,37,458179200,7/9/1984,Premier League,2017/2018,Defender,Brighton & Hove Albion,162,28,134,England,3,1,2,0,0,0,0,0,0,0,0,1,0,1,3,1,2,0,0,0,0,0,0,0,0,1.67,54,54,0,0,0,-1,-1,-1,16
Loris Karius,28,740707200,6/22/1993,Premier League,2017/2018,Goalkeeper,Liverpool,1710,990,720,Germany,19,11,8,0,0,0,0,0,0,0,0,10,7,3,12,5,7,1,0,0,0,0,0,0,0,0.63,143,90,1710,0,0.05,350,258,9,21
Lucas Rodrigues Moura da Silva,29,713664000,8/13/1992,Premier League,2017/2018,Midfielder,Tottenham Hotspur,208,98,110,Brazil,6,3,3,0,0,0,1,1,0,0,0,2,1,1,5,4,1,0,0,0.43,0.43,0,0,0,0,2.16,42,35,0,208,0,-1,-1,-1,23
Luciano Narsingh,31,653184000,9/13/1990,Premier League,2017/2018,Forward,Swansea City,616,404,212,Netherlands,18,11,7,1,0,1,0,0,0,0,0,2,2,0,14,9,5,0,0,0.15,0,0.15,0,0.42,616,2.05,44,34,0,0,0,125,339,-1,9
Luka Milivojević,30,670982400,4/7/1991,Premier League,2017/2018,Midfielder,Crystal Palace,3082,1565,1517,Serbia,36,19,17,10,4,6,1,1,0,7,1,8,4,4,51,24,27,8,0,0.32,0.03,0.29,0.23,0.36,308,1.49,60,86,385,3082,0.23,58,239,-1,1
Lukas Nmecha,23,913593600,12/14/1998,Premier League,2017/2018,Forward,Manchester City,14,4,10,England,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,-1,-1,-1,24
Luke Garbutt,28,737942400,5/21/1993,Premier League,2017/2018,Defender,Everton,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Luke Shaw,26,805507200,7/12/1995,Premier League,2017/2018,Defender,Manchester United,788,473,315,England,11,6,5,0,0,0,0,0,0,0,0,8,5,3,2,2,0,2,0,0,0,0,0,0,0,0.23,394,72,394,0,0.23,252,287,2,25
Lys Mousset,25,823737600,2/8/1996,Premier League,2017/2018,Forward,AFC Bournemouth,581,264,317,France,23,11,12,2,2,0,0,0,0,0,0,2,1,1,12,5,7,1,0,0.31,0,0.31,0.68,0,291,1.86,48,25,581,0,0.15,51,365,-1,7
Maarten Stekelenburg,39,401500800,9/22/1982,Premier League,2017/2018,Goalkeeper,Everton,0,0,0,Netherlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Mamadou Sakho,31,634867200,2/13/1990,Premier League,2017/2018,Defender,Crystal Palace,1600,700,900,France,19,9,10,1,1,0,2,2,0,0,0,6,2,4,23,9,14,1,0,0.17,0.11,0.06,0.13,0,1600,1.29,70,84,1600,800,0.06,197,122,80,10
Mame Biram Diouf,34,566611200,12/16/1987,Premier League,2017/2018,Forward,Stoke City,2602,1341,1261,Senegal,35,17,18,6,5,1,2,2,0,0,0,6,3,3,49,23,26,6,0,0.28,0.07,0.21,0.34,0.07,434,1.69,53,74,434,1301,0.21,88,173,-1,2
Manolo Gabbiadini,30,691113600,11/26/1991,Premier League,2017/2018,Forward,Southampton,1072,673,399,Italy,28,15,13,5,3,2,0,0,0,1,0,7,3,4,17,10,7,2,0,0.42,0,0.42,0.4,0.45,214,1.43,63,38,536,0,0.17,28,401,-1,3
Manuel Lanzini,28,729734400,2/15/1993,Premier League,2017/2018,Midfielder,West Ham United,2047,973,1074,Argentina,27,13,14,5,3,2,6,2,4,0,1,6,4,2,42,17,25,4,0,0.48,0.26,0.22,0.28,0.17,409,1.85,49,76,512,341,0.18,78,29,-1,3
Marc Albrighton,32,627350400,11/18/1989,Premier League,2017/2018,Midfielder,Leicester City,2544,1357,1187,England,34,17,17,2,1,1,7,3,4,0,0,9,6,3,38,17,21,6,1,0.32,0.25,0.07,0.07,0.08,1272,1.34,67,75,363,363,0.25,190,34,-1,8
Marc Pugh,34,544320000,4/2/1987,Premier League,2017/2018,Midfielder,AFC Bournemouth,983,564,419,England,20,12,8,0,0,0,0,0,0,0,0,6,3,3,17,9,8,2,0,0,0,0,0,0,0,1.56,58,49,492,0,0.18,391,333,-1,21
Marcos Alonso,31,662342400,12/28/1990,Premier League,2017/2018,Defender,Chelsea,2860,1591,1269,Spain,33,18,15,7,3,4,2,0,2,0,0,14,9,5,27,15,12,6,0,0.28,0.06,0.22,0.17,0.28,409,0.85,106,87,477,1430,0.19,82,184,30,3
Marcus Browne,24,882403200,12/18/1997,Premier League,2017/2018,Midfielder,West Ham United,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Marcus Rashford,24,878256000,10/31/1997,Premier League,2017/2018,Forward,Manchester United,1805,1015,790,England,35,18,17,7,5,2,5,4,1,0,0,19,12,7,15,7,8,3,0,0.6,0.25,0.35,0.44,0.23,258,0.75,120,52,602,361,0.15,42,32,-1,5
Mario Lemina,28,746841600,9/1/1993,Premier League,2017/2018,Midfielder,Southampton,1723,844,879,Gabon,25,11,14,1,0,1,1,1,0,0,0,5,2,3,29,13,16,2,0,0.1,0.05,0.05,0,0.1,1723,1.51,59,69,862,1723,0.1,219,208,-1,12
Mark Noble,34,547430400,5/8/1987,Premier League,2017/2018,Midfielder,West Ham United,2404,1247,1157,England,29,15,14,4,1,3,0,0,0,2,0,8,6,2,43,17,26,6,0,0.15,0,0.15,0.07,0.23,601,1.61,56,83,401,0,0.22,119,370,-1,4
Marko Arnautović,32,608947200,4/19/1989,Premier League,2017/2018,Forward,West Ham United,2323,1281,1042,Austria,31,16,15,11,6,5,6,2,4,0,0,8,5,3,46,21,25,6,1,0.66,0.23,0.43,0.42,0.43,211,1.78,51,75,332,387,0.27,27,43,-1,1
Marko Grujić,25,829353600,4/13/1996,Premier League,2017/2018,Midfielder,Liverpool,13,6,7,Serbia,3,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,-1,-1,-1,20
Markus Suttner,34,545529600,4/16/1987,Premier League,2017/2018,Defender,Brighton & Hove Albion,1178,720,458,Austria,14,8,6,0,0,0,0,0,0,0,0,4,3,1,17,9,8,0,0,0,0,0,0,0,0,1.3,69,84,0,0,0,411,346,85,19
Marouane Fellaini,34,564537600,11/22/1987,Premier League,2017/2018,Midfielder,Manchester United,612,296,316,Belgium,16,9,7,4,4,0,0,0,0,0,0,10,6,4,1,0,1,1,0,0.59,0,0.59,1.22,0,153,0.15,612,38,612,0,0.15,11,406,-1,7
Martin Cranie,35,528076800,9/26/1986,Premier League,2017/2018,Defender,Huddersfield Town,180,29,151,England,3,1,2,0,0,0,0,0,0,0,0,1,1,0,7,0,7,0,0,0,0,0,0,0,0,3.5,26,60,0,0,0,-1,-1,-1,11
Martin Dúbravka,32,600825600,1/15/1989,Premier League,2017/2018,Goalkeeper,Newcastle United,1080,540,540,Slovakia,12,6,6,0,0,0,0,0,0,0,0,4,4,0,11,2,9,0,0,0,0,0,0,0,0,0.92,98,90,0,0,0,253,265,46,27
Martin Kelly,31,641174400,4/27/1990,Premier League,2017/2018,Defender,Crystal Palace,1194,514,680,England,15,7,8,0,0,0,0,0,0,0,0,4,2,2,20,10,10,1,0,0,0,0,0,0,0,1.51,60,80,1194,0,0.08,262,383,137,17
Martin Olsson,33,579830400,5/17/1988,Premier League,2017/2018,Defender,Swansea City,3154,1552,1602,Sweden,36,18,18,0,0,0,1,0,1,0,0,9,5,4,48,21,27,7,0,0.03,0.03,0,0,0,0,1.37,66,88,451,3154,0.2,321,231,98,25
Marvin Zeegelaar,31,650419200,8/12/1990,Premier League,2017/2018,Defender,Watford,995,630,365,Netherlands,12,7,5,0,0,0,1,0,1,0,0,2,1,1,15,10,5,5,1,0.09,0.09,0,0,0,0,1.36,66,83,166,995,0.54,282,142,92,19
Mason Holgate,25,845942400,10/22/1996,Premier League,2017/2018,Defender,Everton,1182,552,630,England,15,7,8,0,0,0,0,0,0,0,0,5,3,2,14,5,9,3,0,0,0,0,0,0,0,1.07,84,79,394,0,0.23,310,382,58,20
Massadio Haïdara,29,723254400,12/2/1992,Premier League,2017/2018,Defender,Newcastle United,3,3,0,France,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,-1,-1,-1,26
